sample_idx,sample_id,method,position,token_id,token_text,mask_ratio,original_prob,masked_prob,prob_drop
0,0,attention,597,319,A,0.1,0.7567061185836792,0.6967372894287109,0.05996882915496826
0,0,attention,598,289,b,0.1,0.4016827344894409,0.3321918547153473,0.06949087977409363
0,0,attention,599,4245,icy,0.1,0.9973884224891663,0.997444748878479,-5.632638931274414e-05
0,0,attention,600,2841,cle,0.1,0.9994433522224426,0.9994188547134399,2.4497509002685547e-05
0,0,attention,601,411,with,0.1,0.21087487041950226,0.17919088900089264,0.03168398141860962
0,0,attention,602,263,a,0.1,0.6902963519096375,0.6111881732940674,0.07910817861557007
0,0,attention,603,12006,clock,0.1,0.4783789813518524,0.4447668492794037,0.03361213207244873
0,0,attention,604,373,on,0.1,0.20279482007026672,0.2554340660572052,-0.05263924598693848
0,0,attention,605,278,the,0.1,0.561724841594696,0.5728362202644348,-0.01111137866973877
0,0,attention,606,4565,front,0.1,0.5809708833694458,0.5438706278800964,0.037100255489349365
0,0,attention,607,18875,wheel,0.1,0.5205242037773132,0.6113956570625305,-0.09087145328521729
0,0,attention,608,29889,.,0.1,0.5012266635894775,0.4603610038757324,0.04086565971374512
0,0,attention,597,319,A,0.2,0.7567061185836792,0.6540658473968506,0.10264027118682861
0,0,attention,598,289,b,0.2,0.4016827344894409,0.2931717336177826,0.10851100087165833
0,0,attention,599,4245,icy,0.2,0.9973884224891663,0.99710613489151,0.00028228759765625
0,0,attention,600,2841,cle,0.2,0.9994433522224426,0.9994125366210938,3.081560134887695e-05
0,0,attention,601,411,with,0.2,0.21087487041950226,0.16335222125053406,0.0475226491689682
0,0,attention,602,263,a,0.2,0.6902963519096375,0.570582389831543,0.11971396207809448
0,0,attention,603,12006,clock,0.2,0.4783789813518524,0.3159080445766449,0.16247093677520752
0,0,attention,604,373,on,0.2,0.20279482007026672,0.2533895969390869,-0.05059477686882019
0,0,attention,605,278,the,0.2,0.561724841594696,0.5281339883804321,0.033590853214263916
0,0,attention,606,4565,front,0.2,0.5809708833694458,0.5175355076789856,0.0634353756904602
0,0,attention,607,18875,wheel,0.2,0.5205242037773132,0.5451645851135254,-0.024640381336212158
0,0,attention,608,29889,.,0.2,0.5012266635894775,0.41105857491493225,0.09016808867454529
0,0,attention,597,319,A,0.3,0.7567061185836792,0.5987910628318787,0.15791505575180054
0,0,attention,598,289,b,0.3,0.4016827344894409,0.15613077580928802,0.2455519586801529
0,0,attention,599,4245,icy,0.3,0.9973884224891663,0.9966428279876709,0.0007455945014953613
0,0,attention,600,2841,cle,0.3,0.9994433522224426,0.9993531107902527,9.02414321899414e-05
0,0,attention,601,411,with,0.3,0.21087487041950226,0.1268484890460968,0.08402638137340546
0,0,attention,602,263,a,0.3,0.6902963519096375,0.5141783356666565,0.17611801624298096
0,0,attention,603,12006,clock,0.3,0.4783789813518524,0.00011866428394569084,0.4782603170679067
0,0,attention,604,373,on,0.3,0.20279482007026672,0.3000126779079437,-0.097217857837677
0,0,attention,605,278,the,0.3,0.561724841594696,0.47770756483078003,0.08401727676391602
0,0,attention,606,4565,front,0.3,0.5809708833694458,0.47756028175354004,0.10341060161590576
0,0,attention,607,18875,wheel,0.3,0.5205242037773132,0.40048980712890625,0.12003439664840698
0,0,attention,608,29889,.,0.3,0.5012266635894775,0.42926260828971863,0.07196405529975891
0,0,attention,597,319,A,0.4,0.7567061185836792,0.532858669757843,0.22384744882583618
0,0,attention,598,289,b,0.4,0.4016827344894409,0.16082215309143066,0.24086058139801025
0,0,attention,599,4245,icy,0.4,0.9973884224891663,0.9952789545059204,0.0021094679832458496
0,0,attention,600,2841,cle,0.4,0.9994433522224426,0.9992842078208923,0.00015914440155029297
0,0,attention,601,411,with,0.4,0.21087487041950226,0.17472217977046967,0.03615269064903259
0,0,attention,602,263,a,0.4,0.6902963519096375,0.3461863696575165,0.34410998225212097
0,0,attention,603,12006,clock,0.4,0.4783789813518524,0.00016344293544534594,0.47821553841640707
0,0,attention,604,373,on,0.4,0.20279482007026672,0.3154103755950928,-0.11261555552482605
0,0,attention,605,278,the,0.4,0.561724841594696,0.6032610535621643,-0.04153621196746826
0,0,attention,606,4565,front,0.4,0.5809708833694458,0.2692773640155792,0.3116935193538666
0,0,attention,607,18875,wheel,0.4,0.5205242037773132,0.4507853090763092,0.06973889470100403
0,0,attention,608,29889,.,0.4,0.5012266635894775,0.4429076015949249,0.05831906199455261
0,0,attention,597,319,A,0.5,0.7567061185836792,0.5404042601585388,0.21630185842514038
0,0,attention,598,289,b,0.5,0.4016827344894409,0.21442009508609772,0.1872626394033432
0,0,attention,599,4245,icy,0.5,0.9973884224891663,0.9942436814308167,0.0031447410583496094
0,0,attention,600,2841,cle,0.5,0.9994433522224426,0.9991968274116516,0.0002465248107910156
0,0,attention,601,411,with,0.5,0.21087487041950226,0.13331545889377594,0.07755941152572632
0,0,attention,602,263,a,0.5,0.6902963519096375,0.3434939682483673,0.34680238366127014
0,0,attention,603,12006,clock,0.5,0.4783789813518524,0.0004950177390128374,0.4778839636128396
0,0,attention,604,373,on,0.5,0.20279482007026672,0.3576633334159851,-0.15486851334571838
0,0,attention,605,278,the,0.5,0.561724841594696,0.5854384303092957,-0.02371358871459961
0,0,attention,606,4565,front,0.5,0.5809708833694458,0.25584208965301514,0.32512879371643066
0,0,attention,607,18875,wheel,0.5,0.5205242037773132,0.23869431018829346,0.2818298935890198
0,0,attention,608,29889,.,0.5,0.5012266635894775,0.3103330433368683,0.19089362025260925
0,0,random,597,319,A,0.1,0.7567061185836792,0.7275708913803101,0.02913522720336914
0,0,random,598,289,b,0.1,0.4016827344894409,0.38966208696365356,0.012020647525787354
0,0,random,599,4245,icy,0.1,0.9973884224891663,0.9974926710128784,-0.0001042485237121582
0,0,random,600,2841,cle,0.1,0.9994433522224426,0.9993116855621338,0.0001316666603088379
0,0,random,601,411,with,0.1,0.21087487041950226,0.14540326595306396,0.0654716044664383
0,0,random,602,263,a,0.1,0.6902963519096375,0.7514296770095825,-0.06113332509994507
0,0,random,603,12006,clock,0.1,0.4783789813518524,0.4763503074645996,0.0020286738872528076
0,0,random,604,373,on,0.1,0.20279482007026672,0.26336637139320374,-0.06057155132293701
0,0,random,605,278,the,0.1,0.561724841594696,0.516460657119751,0.04526418447494507
0,0,random,606,4565,front,0.1,0.5809708833694458,0.5430932641029358,0.03787761926651001
0,0,random,607,18875,wheel,0.1,0.5205242037773132,0.4893333315849304,0.031190872192382812
0,0,random,608,29889,.,0.1,0.5012266635894775,0.4701940417289734,0.03103262186050415
0,0,random,597,319,A,0.2,0.7567061185836792,0.6706097722053528,0.08609634637832642
0,0,random,598,289,b,0.2,0.4016827344894409,0.3605175018310547,0.04116523265838623
0,0,random,599,4245,icy,0.2,0.9973884224891663,0.997041642665863,0.00034677982330322266
0,0,random,600,2841,cle,0.2,0.9994433522224426,0.9993354678153992,0.00010788440704345703
0,0,random,601,411,with,0.2,0.21087487041950226,0.10245666652917862,0.10841820389032364
0,0,random,602,263,a,0.2,0.6902963519096375,0.5874582529067993,0.10283809900283813
0,0,random,603,12006,clock,0.2,0.4783789813518524,0.43820714950561523,0.04017183184623718
0,0,random,604,373,on,0.2,0.20279482007026672,0.25047051906585693,-0.04767569899559021
0,0,random,605,278,the,0.2,0.561724841594696,0.5760206580162048,-0.014295816421508789
0,0,random,606,4565,front,0.2,0.5809708833694458,0.5668827295303345,0.014088153839111328
0,0,random,607,18875,wheel,0.2,0.5205242037773132,0.6207600831985474,-0.10023587942123413
0,0,random,608,29889,.,0.2,0.5012266635894775,0.484430730342865,0.01679593324661255
0,0,random,597,319,A,0.3,0.7567061185836792,0.6568505764007568,0.09985554218292236
0,0,random,598,289,b,0.3,0.4016827344894409,0.3213422894477844,0.0803404450416565
0,0,random,599,4245,icy,0.3,0.9973884224891663,0.9979294538497925,-0.0005410313606262207
0,0,random,600,2841,cle,0.3,0.9994433522224426,0.9994375109672546,5.841255187988281e-06
0,0,random,601,411,with,0.3,0.21087487041950226,0.1784435659646988,0.03243130445480347
0,0,random,602,263,a,0.3,0.6902963519096375,0.696558952331543,-0.006262600421905518
0,0,random,603,12006,clock,0.3,0.4783789813518524,0.5803259015083313,-0.10194692015647888
0,0,random,604,373,on,0.3,0.20279482007026672,0.2821887731552124,-0.07939395308494568
0,0,random,605,278,the,0.3,0.561724841594696,0.49543890357017517,0.06628593802452087
0,0,random,606,4565,front,0.3,0.5809708833694458,0.5733222961425781,0.007648587226867676
0,0,random,607,18875,wheel,0.3,0.5205242037773132,0.5360981225967407,-0.01557391881942749
0,0,random,608,29889,.,0.3,0.5012266635894775,0.38311436772346497,0.11811229586601257
0,0,random,597,319,A,0.4,0.7567061185836792,0.5887281894683838,0.1679779291152954
0,0,random,598,289,b,0.4,0.4016827344894409,0.24199053645133972,0.1596921980381012
0,0,random,599,4245,icy,0.4,0.9973884224891663,0.9975536465644836,-0.0001652240753173828
0,0,random,600,2841,cle,0.4,0.9994433522224426,0.9993407130241394,0.00010263919830322266
0,0,random,601,411,with,0.4,0.21087487041950226,0.21337205171585083,-0.0024971812963485718
0,0,random,602,263,a,0.4,0.6902963519096375,0.5565678477287292,0.1337285041809082
0,0,random,603,12006,clock,0.4,0.4783789813518524,0.4863855540752411,-0.008006572723388672
0,0,random,604,373,on,0.4,0.20279482007026672,0.35450226068496704,-0.15170744061470032
0,0,random,605,278,the,0.4,0.561724841594696,0.5047092437744141,0.05701559782028198
0,0,random,606,4565,front,0.4,0.5809708833694458,0.563896119594574,0.017074763774871826
0,0,random,607,18875,wheel,0.4,0.5205242037773132,0.5464127063751221,-0.025888502597808838
0,0,random,608,29889,.,0.4,0.5012266635894775,0.41445085406303406,0.08677580952644348
0,0,random,597,319,A,0.5,0.7567061185836792,0.5426494479179382,0.21405667066574097
0,0,random,598,289,b,0.5,0.4016827344894409,0.1512901484966278,0.2503925859928131
0,0,random,599,4245,icy,0.5,0.9973884224891663,0.9975806474685669,-0.00019222497940063477
0,0,random,600,2841,cle,0.5,0.9994433522224426,0.9993828535079956,6.0498714447021484e-05
0,0,random,601,411,with,0.5,0.21087487041950226,0.1498918980360031,0.060982972383499146
0,0,random,602,263,a,0.5,0.6902963519096375,0.6016072630882263,0.08868908882141113
0,0,random,603,12006,clock,0.5,0.4783789813518524,0.47072073817253113,0.007658243179321289
0,0,random,604,373,on,0.5,0.20279482007026672,0.30898165702819824,-0.10618683695793152
0,0,random,605,278,the,0.5,0.561724841594696,0.4059670567512512,0.15575778484344482
0,0,random,606,4565,front,0.5,0.5809708833694458,0.5026750564575195,0.07829582691192627
0,0,random,607,18875,wheel,0.5,0.5205242037773132,0.334452360868454,0.18607184290885925
0,0,random,608,29889,.,0.5,0.5012266635894775,0.3474157452583313,0.15381091833114624
1,1,attention,597,319,A,0.1,0.7632379531860352,0.33876773715019226,0.4244702160358429
1,1,attention,598,4628,black,0.1,0.43894216418266296,0.17160283029079437,0.2673393338918686
1,1,attention,599,10992,motor,0.1,0.46655330061912537,0.5994919538497925,-0.13293865323066711
1,1,attention,600,23090,cycle,0.1,0.9493603706359863,0.9521656632423401,-0.0028052926063537598
1,1,attention,601,338,is,0.1,0.38582485914230347,0.3758861720561981,0.009938687086105347
1,1,attention,602,14089,park,0.1,0.873251736164093,0.8628180027008057,0.010433733463287354
1,1,attention,603,287,ed,0.1,0.9999104738235474,0.9999202489852905,-9.775161743164062e-06
1,1,attention,604,373,on,0.1,0.427189439535141,0.4296996295452118,-0.0025101900100708008
1,1,attention,605,263,a,0.1,0.5289064049720764,0.5667293071746826,-0.0378229022026062
1,1,attention,606,17455,grass,0.1,0.41592565178871155,0.4453185498714447,-0.029392898082733154
1,1,attention,607,29891,y,0.1,0.6398671865463257,0.651595413684845,-0.011728227138519287
1,1,attention,608,425,la,0.1,0.4061092734336853,0.3382073640823364,0.06790190935134888
1,1,attention,609,1233,wn,0.1,0.9999608993530273,0.9999513626098633,9.5367431640625e-06
1,1,attention,610,29889,.,0.1,0.32735469937324524,0.3576732575893402,-0.03031855821609497
1,1,attention,597,319,A,0.2,0.7632379531860352,0.4009605646133423,0.36227738857269287
1,1,attention,598,4628,black,0.2,0.43894216418266296,0.24631330370903015,0.1926288604736328
1,1,attention,599,10992,motor,0.2,0.46655330061912537,0.6216080784797668,-0.15505477786064148
1,1,attention,600,23090,cycle,0.2,0.9493603706359863,0.9561818242073059,-0.00682145357131958
1,1,attention,601,338,is,0.2,0.38582485914230347,0.37477001547813416,0.011054843664169312
1,1,attention,602,14089,park,0.2,0.873251736164093,0.86311936378479,0.010132372379302979
1,1,attention,603,287,ed,0.2,0.9999104738235474,0.999908447265625,2.0265579223632812e-06
1,1,attention,604,373,on,0.2,0.427189439535141,0.3723512589931488,0.05483818054199219
1,1,attention,605,263,a,0.2,0.5289064049720764,0.5130470991134644,0.01585930585861206
1,1,attention,606,17455,grass,0.2,0.41592565178871155,0.463186115026474,-0.04726046323776245
1,1,attention,607,29891,y,0.2,0.6398671865463257,0.6723155975341797,-0.032448410987854004
1,1,attention,608,425,la,0.2,0.4061092734336853,0.30636993050575256,0.09973934292793274
1,1,attention,609,1233,wn,0.2,0.9999608993530273,0.9999536275863647,7.271766662597656e-06
1,1,attention,610,29889,.,0.2,0.32735469937324524,0.41867175698280334,-0.0913170576095581
