sample_idx,sample_id,method,position,token_id,token_text,mask_ratio,original_prob,masked_prob,prob_drop
0,0,attention,302,236776,A,0.1,0.9239725470542908,0.9529401063919067,-0.028967559337615967
0,0,attention,303,30979,bicycle,0.1,0.4860255718231201,0.670831561088562,-0.1848059892654419
0,0,attention,304,236772,-,0.1,0.7113991379737854,0.6410068273544312,0.07039231061935425
0,0,attention,305,24850,shaped,0.1,0.9992602467536926,0.9980339407920837,0.0012263059616088867
0,0,attention,306,11072,clock,0.1,0.9742817878723145,0.9753859639167786,-0.0011041760444641113
0,0,attention,307,607,with,0.1,0.6171771287918091,0.3896767795085907,0.22750034928321838
0,0,attention,308,496,a,0.1,0.9642350673675537,0.9461597800254822,0.018075287342071533
0,0,attention,309,2173,white,0.1,0.6943749189376831,0.03457426279783249,0.6598006561398506
0,0,attention,310,3392,face,0.1,0.9246882200241089,0.8557037115097046,0.0689845085144043
0,0,attention,311,532,and,0.1,0.8597691059112549,0.5169970393180847,0.34277206659317017
0,0,attention,312,2764,black,0.1,0.9552651047706604,0.8946483731269836,0.06061673164367676
0,0,attention,313,4945,numbers,0.1,0.5679574608802795,0.5794326663017273,-0.011475205421447754
0,0,attention,314,236764,",",0.1,0.5688735842704773,0.24233689904212952,0.3265366852283478
0,0,attention,315,20920,mounted,0.1,0.4272018074989319,0.3280620872974396,0.09913972020149231
0,0,attention,316,580,on,0.1,0.9872806668281555,0.9899435043334961,-0.002662837505340576
0,0,attention,317,496,a,0.1,0.9853391647338867,0.987957775592804,-0.0026186108589172363
0,0,attention,318,2764,black,0.1,0.4555523693561554,0.6751986742019653,-0.21964630484580994
0,0,attention,319,6211,metal,0.1,0.9317514896392822,0.8282442092895508,0.10350728034973145
0,0,attention,320,5528,frame,0.1,0.9358945488929749,0.9303056597709656,0.005588889122009277
0,0,attention,321,236761,.,0.1,0.8220956325531006,0.8892188668251038,-0.06712323427200317
0,0,attention,302,236776,A,0.2,0.9239725470542908,0.8727977871894836,0.05117475986480713
0,0,attention,303,30979,bicycle,0.2,0.4860255718231201,0.5117371678352356,-0.02571159601211548
0,0,attention,304,236772,-,0.2,0.7113991379737854,0.697274923324585,0.01412421464920044
0,0,attention,305,24850,shaped,0.2,0.9992602467536926,0.9967585206031799,0.0025017261505126953
0,0,attention,306,11072,clock,0.2,0.9742817878723145,0.9883607625961304,-0.014078974723815918
0,0,attention,307,607,with,0.2,0.6171771287918091,0.19827808439731598,0.4188990443944931
0,0,attention,308,496,a,0.2,0.9642350673675537,0.9520224928855896,0.012212574481964111
0,0,attention,309,2173,white,0.2,0.6943749189376831,0.0077164084650576115,0.6866585104726255
0,0,attention,310,3392,face,0.2,0.9246882200241089,0.6356842517852783,0.28900396823883057
0,0,attention,311,532,and,0.2,0.8597691059112549,0.7696621417999268,0.09010696411132812
0,0,attention,312,2764,black,0.2,0.9552651047706604,0.9456859827041626,0.009579122066497803
0,0,attention,313,4945,numbers,0.2,0.5679574608802795,0.3022126257419586,0.2657448351383209
0,0,attention,314,236764,",",0.2,0.5688735842704773,0.26526740193367004,0.30360618233680725
0,0,attention,315,20920,mounted,0.2,0.4272018074989319,0.34946179389953613,0.07774001359939575
0,0,attention,316,580,on,0.2,0.9872806668281555,0.9747774004936218,0.012503266334533691
0,0,attention,317,496,a,0.2,0.9853391647338867,0.9877343773841858,-0.0023952126502990723
0,0,attention,318,2764,black,0.2,0.4555523693561554,0.3868507146835327,0.06870165467262268
0,0,attention,319,6211,metal,0.2,0.9317514896392822,0.6175307035446167,0.3142207860946655
0,0,attention,320,5528,frame,0.2,0.9358945488929749,0.7698979377746582,0.16599661111831665
0,0,attention,321,236761,.,0.2,0.8220956325531006,0.8317589163780212,-0.009663283824920654
0,0,attention,302,236776,A,0.3,0.9239725470542908,0.9459071159362793,-0.021934568881988525
0,0,attention,303,30979,bicycle,0.3,0.4860255718231201,0.727491021156311,-0.24146544933319092
0,0,attention,304,236772,-,0.3,0.7113991379737854,0.7510457038879395,-0.03964656591415405
0,0,attention,305,24850,shaped,0.3,0.9992602467536926,0.9985678195953369,0.0006924271583557129
0,0,attention,306,11072,clock,0.3,0.9742817878723145,0.9895931482315063,-0.015311360359191895
0,0,attention,307,607,with,0.3,0.6171771287918091,0.08858036249876022,0.5285967662930489
0,0,attention,308,496,a,0.3,0.9642350673675537,0.9221231937408447,0.042111873626708984
0,0,attention,309,2173,white,0.3,0.6943749189376831,0.0010575118940323591,0.6933174070436507
0,0,attention,310,3392,face,0.3,0.9246882200241089,0.5638538599014282,0.36083436012268066
0,0,attention,311,532,and,0.3,0.8597691059112549,0.7465561032295227,0.11321300268173218
0,0,attention,312,2764,black,0.3,0.9552651047706604,0.7607914805412292,0.19447362422943115
0,0,attention,313,4945,numbers,0.3,0.5679574608802795,0.3614749312400818,0.20648252964019775
0,0,attention,314,236764,",",0.3,0.5688735842704773,0.18592558801174164,0.38294799625873566
0,0,attention,315,20920,mounted,0.3,0.4272018074989319,0.16941852867603302,0.25778327882289886
0,0,attention,316,580,on,0.3,0.9872806668281555,0.9736009240150452,0.013679742813110352
0,0,attention,317,496,a,0.3,0.9853391647338867,0.9818458557128906,0.0034933090209960938
0,0,attention,318,2764,black,0.3,0.4555523693561554,0.841240644454956,-0.38568827509880066
0,0,attention,319,6211,metal,0.3,0.9317514896392822,0.04034561291337013,0.8914058767259121
0,0,attention,320,5528,frame,0.3,0.9358945488929749,0.6543545126914978,0.28154003620147705
0,0,attention,321,236761,.,0.3,0.8220956325531006,0.8854030966758728,-0.06330746412277222
0,0,attention,302,236776,A,0.4,0.9239725470542908,0.8982862830162048,0.025686264038085938
0,0,attention,303,30979,bicycle,0.4,0.4860255718231201,0.8361053466796875,-0.3500797748565674
0,0,attention,304,236772,-,0.4,0.7113991379737854,0.019732780754566193,0.6916663572192192
0,0,attention,305,24850,shaped,0.4,0.9992602467536926,0.9964480400085449,0.002812206745147705
0,0,attention,306,11072,clock,0.4,0.9742817878723145,0.9965745210647583,-0.022292733192443848
0,0,attention,307,607,with,0.4,0.6171771287918091,0.2528592646121979,0.3643178641796112
0,0,attention,308,496,a,0.4,0.9642350673675537,0.5374380350112915,0.4267970323562622
0,0,attention,309,2173,white,0.4,0.6943749189376831,0.001162960659712553,0.6932119582779706
0,0,attention,310,3392,face,0.4,0.9246882200241089,0.06141258403658867,0.8632756359875202
0,0,attention,311,532,and,0.4,0.8597691059112549,0.6966530084609985,0.16311609745025635
0,0,attention,312,2764,black,0.4,0.9552651047706604,0.8729990124702454,0.08226609230041504
0,0,attention,313,4945,numbers,0.4,0.5679574608802795,0.39171460270881653,0.176242858171463
0,0,attention,314,236764,",",0.4,0.5688735842704773,0.22408679127693176,0.34478679299354553
0,0,attention,315,20920,mounted,0.4,0.4272018074989319,0.014360081404447556,0.41284172609448433
0,0,attention,316,580,on,0.4,0.9872806668281555,0.9719486832618713,0.01533198356628418
0,0,attention,317,496,a,0.4,0.9853391647338867,0.9418391585350037,0.04350000619888306
0,0,attention,318,2764,black,0.4,0.4555523693561554,0.3936332166194916,0.06191915273666382
0,0,attention,319,6211,metal,0.4,0.9317514896392822,0.025174885988235474,0.9065766036510468
0,0,attention,320,5528,frame,0.4,0.9358945488929749,0.08985345810651779,0.8460410907864571
0,0,attention,321,236761,.,0.4,0.8220956325531006,0.8034788370132446,0.018616795539855957
0,0,attention,302,236776,A,0.5,0.9239725470542908,0.7731450200080872,0.1508275270462036
0,0,attention,303,30979,bicycle,0.5,0.4860255718231201,0.9373277425765991,-0.451302170753479
0,0,attention,304,236772,-,0.5,0.7113991379737854,0.0013665099395439029,0.7100326280342415
0,0,attention,305,24850,shaped,0.5,0.9992602467536926,0.9932711720466614,0.00598907470703125
0,0,attention,306,11072,clock,0.5,0.9742817878723145,0.9977651834487915,-0.02348339557647705
0,0,attention,307,607,with,0.5,0.6171771287918091,0.20704251527786255,0.41013461351394653
0,0,attention,308,496,a,0.5,0.9642350673675537,0.6166344881057739,0.3476005792617798
0,0,attention,309,2173,white,0.5,0.6943749189376831,0.001848406158387661,0.6925265127792954
0,0,attention,310,3392,face,0.5,0.9246882200241089,0.00829983502626419,0.9163883849978447
0,0,attention,311,532,and,0.5,0.8597691059112549,0.7644864916801453,0.09528261423110962
0,0,attention,312,2764,black,0.5,0.9552651047706604,0.7929613590240479,0.16230374574661255
0,0,attention,313,4945,numbers,0.5,0.5679574608802795,0.5400288105010986,0.027928650379180908
0,0,attention,314,236764,",",0.5,0.5688735842704773,0.21511878073215485,0.35375480353832245
0,0,attention,315,20920,mounted,0.5,0.4272018074989319,0.009783160872757435,0.41741864662617445
0,0,attention,316,580,on,0.5,0.9872806668281555,0.9903478622436523,-0.003067195415496826
0,0,attention,317,496,a,0.5,0.9853391647338867,0.9907004237174988,-0.0053612589836120605
0,0,attention,318,2764,black,0.5,0.4555523693561554,0.18269744515419006,0.27285492420196533
0,0,attention,319,6211,metal,0.5,0.9317514896392822,0.0016667897580191493,0.9300846998812631
0,0,attention,320,5528,frame,0.5,0.9358945488929749,0.0016979329520836473,0.9341966159408912
0,0,attention,321,236761,.,0.5,0.8220956325531006,0.8878231048583984,-0.06572747230529785
0,0,random,302,236776,A,0.1,0.9239725470542908,0.9371430277824402,-0.013170480728149414
0,0,random,303,30979,bicycle,0.1,0.4860255718231201,0.587645411491394,-0.10161983966827393
0,0,random,304,236772,-,0.1,0.7113991379737854,0.8691378235816956,-0.15773868560791016
0,0,random,305,24850,shaped,0.1,0.9992602467536926,0.9984750151634216,0.0007852315902709961
0,0,random,306,11072,clock,0.1,0.9742817878723145,0.9840547442436218,-0.009772956371307373
0,0,random,307,607,with,0.1,0.6171771287918091,0.5317065119743347,0.08547061681747437
0,0,random,308,496,a,0.1,0.9642350673675537,0.9497889280319214,0.014446139335632324
0,0,random,309,2173,white,0.1,0.6943749189376831,0.5877271294593811,0.106647789478302
0,0,random,310,3392,face,0.1,0.9246882200241089,0.9339860677719116,-0.009297847747802734
0,0,random,311,532,and,0.1,0.8597691059112549,0.8998854756355286,-0.04011636972427368
0,0,random,312,2764,black,0.1,0.9552651047706604,0.9173576235771179,0.03790748119354248
0,0,random,313,4945,numbers,0.1,0.5679574608802795,0.594037652015686,-0.026080191135406494
0,0,random,314,236764,",",0.1,0.5688735842704773,0.584847629070282,-0.015974044799804688
0,0,random,315,20920,mounted,0.1,0.4272018074989319,0.23447073996067047,0.1927310675382614
0,0,random,316,580,on,0.1,0.9872806668281555,0.9931249022483826,-0.005844235420227051
0,0,random,317,496,a,0.1,0.9853391647338867,0.9884401559829712,-0.0031009912490844727
0,0,random,318,2764,black,0.1,0.4555523693561554,0.4540407359600067,0.0015116333961486816
0,0,random,319,6211,metal,0.1,0.9317514896392822,0.9119696617126465,0.019781827926635742
0,0,random,320,5528,frame,0.1,0.9358945488929749,0.6877231597900391,0.2481713891029358
0,0,random,321,236761,.,0.1,0.8220956325531006,0.7906757593154907,0.03141987323760986
0,0,random,302,236776,A,0.2,0.9239725470542908,0.8921712636947632,0.03180128335952759
0,0,random,303,30979,bicycle,0.2,0.4860255718231201,0.6129408478736877,-0.12691527605056763
